date_time,PM2.5,temp,wind_x,wind_y,b4_100,b5_100,frp_100,b4_250,b5_250,frp_250,0,1,2,3,4,5,6
2017-07-01 00:00:00,13.0,23.2,26.21286541724773,18.354445963233484,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 01:00:00,5.0,23.2,26.21286541724773,18.354445963233484,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 02:00:00,16.0,23.2,26.21286541724773,18.354445963233484,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 03:00:00,11.0,22.3,28.190778623577245,10.260604299770081,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 04:00:00,12.0,22.3,28.190778623577245,10.260604299770081,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 05:00:00,15.0,22.3,28.190778623577245,10.260604299770081,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 06:00:00,16.0,24.3,28.190778623577245,10.260604299770081,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 07:00:00,8.0,24.3,28.190778623577245,10.260604299770081,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 08:00:00,16.0,24.3,28.190778623577245,10.260604299770081,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 09:00:00,13.0,29.3,23.564002462952903,10.988074805258178,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 10:00:00,16.0,29.3,23.564002462952903,10.988074805258178,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 11:00:00,17.0,29.3,23.564002462952903,10.988074805258178,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 12:00:00,15.0,30.8,21.751386888879605,10.142838281776779,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 13:00:00,11.0,30.8,21.751386888879605,10.142838281776779,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 14:00:00,13.0,30.8,21.751386888879605,10.142838281776779,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 15:00:00,11.0,30.9,18.021344974357813,12.61868159972302,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 16:00:00,9.0,30.9,18.021344974357813,12.61868159972302,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 17:00:00,16.0,30.9,18.021344974357813,12.61868159972302,0.0,0.0,0.0,215.681,2693.539,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 18:00:00,18.0,25.9,23.908672754201895,2.091737825943798,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 19:00:00,16.0,25.9,23.908672754201895,2.091737825943798,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
2017-07-01 20:00:00,13.0,25.9,23.908672754201895,2.091737825943798,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.53,5.56,0.0,0.0,0.0,0.0
