id,predicted
0,7.085975257115171
1,5.341633056975054
2,8.468182560601589
3,11.113329644735702
4,11.133538074790595
5,8.144706022114024
6,7.608797141467532
7,7.561684724693569
8,11.705516916437682
9,7.0991520707146645
10,5.751546286230633
11,6.626164012268502
12,5.341633056975054
13,8.468182560601589
14,11.113329644735702
15,11.133538074790595
16,8.144706022114024
17,7.608797141467532
18,7.561684724693569
19,11.705516916437682
20,7.0991520707146645
21,5.751546286230633
22,6.626164012268502
23,8.658644305319934
24,8.468182560601589
25,11.113329644735702
26,11.133538074790595
27,8.144706022114024
28,7.608797141467532
29,7.561684724693569
30,11.705516916437682
31,7.0991520707146645
32,5.751546286230633
33,6.626164012268502
34,8.658644305319934
35,8.952221389017334
36,11.113329644735702
37,11.133538074790595
38,8.144706022114024
39,7.608797141467532
40,7.561684724693569
41,11.705516916437682
42,7.0991520707146645
43,5.751546286230633
44,6.626164012268502
45,8.658644305319934
46,8.952221389017337
47,10.661564651968549
48,11.133538074790595
49,8.144706022114024
50,7.608797141467532
51,7.561684724693569
52,11.705516916437682
53,7.0991520707146645
54,5.751546286230633
55,6.626164012268502
56,8.658644305319934
57,8.952221389017337
58,10.661564651968549
59,12.634747700309132
60,8.144706022114024
61,7.608797141467532
62,7.561684724693569
63,11.705516916437682
64,7.0991520707146645
65,5.751546286230633
66,6.626164012268502
67,8.658644305319934
68,8.952221389017337
69,10.661564651968549
70,12.634747700309132
71,13.764652266089547
72,7.608797141467532
73,7.561684724693569
74,11.705516916437682
75,7.0991520707146645
76,5.751546286230633
77,6.626164012268502
78,8.658644305319934
79,8.952221389017337
80,10.661564651968549
81,12.634747700309132
82,13.764652266089547
83,14.446512519543086
84,7.561684724693569
85,11.705516916437682
86,7.0991520707146645
87,5.751546286230633
88,6.626164012268502
89,8.658644305319934
90,8.952221389017337
91,10.661564651968549
92,12.634747700309132
93,13.764652266089547
94,14.446512519543086
95,11.847667382249734
96,11.705516916437682
97,7.0991520707146645
98,5.751546286230633
99,6.626164012268502
100,8.658644305319934
101,8.952221389017337
102,10.661564651968549
103,12.634747700309132
104,13.764652266089547
105,14.446512519543086
106,11.847667382249734
107,13.29069353503383
108,7.0991520707146645
109,5.751546286230633
110,6.626164012268502
111,8.658644305319934
112,8.952221389017337
113,10.661564651968549
114,12.634747700309132
115,13.764652266089547
116,14.446512519543086
117,11.847667382249734
118,13.29069353503383
119,17.013321746779777
120,5.751546286230633
121,6.626164012268502
122,8.658644305319934
123,8.952221389017337
124,10.661564651968549
125,12.634747700309132
126,13.764652266089547
127,14.446512519543086
128,11.847667382249734
129,13.29069353503383
130,17.013321746779777
131,15.580866395433327
132,6.626164012268502
133,8.658644305319934
134,8.952221389017337
135,10.661564651968549
136,12.634747700309132
137,13.764652266089547
138,14.446512519543086
139,11.847667382249734
140,13.290693535033833
141,17.01332174677978
142,15.580866395433327
143,13.011768789150187
144,8.658644305319934
145,8.952221389017337
146,10.661564651968549
147,12.634747700309132
148,13.764652266089547
149,14.446512519543086
150,11.847667382249734
151,13.290693535033833
152,17.01332174677978
153,15.580866395433327
154,13.011768789150187
155,13.938489268910347
156,8.952221389017337
157,10.661564651968549
158,12.634747700309132
159,13.764652266089547
160,14.446512519543086
161,11.847667382249734
162,13.290693535033833
163,17.01332174677978
164,15.580866395433327
165,13.011768789150187
166,13.938489268910347
167,11.987565373829275
168,10.661564651968549
169,12.634747700309132
170,13.764652266089547
171,14.446512519543086
172,11.847667382249734
173,13.290693535033833
174,17.01332174677978
175,15.580866395433327
176,13.011768789150187
177,13.938489268910347
178,11.987565373829275
179,12.168770179021335
180,12.634747700309132
181,13.764652266089547
182,14.446512519543086
183,11.847667382249734
184,13.290693535033833
185,17.01332174677978
186,15.580866395433327
187,13.011768789150187
188,13.93848926891035
189,11.987565373829279
190,12.168770179021339
191,10.589513854195884
192,13.764652266089547
193,14.446512519543086
194,11.847667382249734
195,13.290693535033833
196,17.01332174677978
197,15.580866395433327
198,13.011768789150187
199,13.93848926891035
200,11.987565373829279
201,12.168770179021339
202,10.589513854195884
203,10.8460862052836
204,14.446512519543086
205,11.847667382249734
206,13.290693535033833
207,17.01332174677978
208,15.580866395433327
209,13.011768789150187
210,13.93848926891035
211,11.987565373829279
212,12.168770179021339
213,10.589513854195884
214,10.8460862052836
215,11.036131971133111
216,11.847667382249734
217,13.290693535033833
218,17.01332174677978
219,15.580866395433327
220,13.011768789150187
221,13.93848926891035
222,11.987565373829279
223,12.168770179021339
224,10.589513854195884
225,10.8460862052836
226,11.036131971133111
227,9.89252595665962
228,13.290693535033833
229,17.01332174677978
230,15.580866395433327
231,13.011768789150187
232,13.93848926891035
233,11.987565373829279
234,12.168770179021339
235,10.589513854195884
236,10.8460862052836
237,11.036131971133111
238,9.89252595665962
239,10.239307168675948
240,17.01332174677978
241,15.580866395433327
242,13.011768789150187
243,13.93848926891035
244,11.987565373829279
245,12.168770179021339
246,10.589513854195884
247,10.8460862052836
248,11.036131971133111
249,9.89252595665962
250,10.239307168675948
251,14.457516873507451
252,15.580866395433327
