date_time,PM2.5,temp,wind_x,wind_y,b4_100,b5_100,frp_100,b4_250,b5_250,frp_250,0,1,2,3,4,5
2017-07-01 00:00:00,10.0,27.9,19.733545036504072,7.182423009839057,0.0,0.0,0.0,200.713,420.116,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 01:00:00,6.0,27.9,19.733545036504072,7.182423009839057,0.0,0.0,0.0,200.713,420.116,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 02:00:00,6.0,27.9,19.733545036504072,7.182423009839057,0.0,0.0,0.0,200.713,420.116,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 03:00:00,5.0,27.7,19.733545036504072,7.182423009839057,0.0,0.0,0.0,200.713,420.116,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 04:00:00,10.0,27.7,19.733545036504072,7.182423009839057,0.0,0.0,0.0,200.713,420.116,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 05:00:00,9.0,27.7,19.733545036504072,7.182423009839057,0.0,0.0,0.0,200.713,420.116,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 06:00:00,6.0,27.9,16.852977748617512,14.141327413103868,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 07:00:00,7.0,27.9,16.852977748617512,14.141327413103868,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 08:00:00,8.0,27.9,16.852977748617512,14.141327413103868,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 09:00:00,10.0,29.4,19.6596490629358,13.765834472425112,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 10:00:00,8.0,29.4,19.6596490629358,13.765834472425112,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 11:00:00,7.0,29.4,19.6596490629358,13.765834472425112,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 12:00:00,6.0,29.9,21.751386888879605,10.142838281776779,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 13:00:00,9.0,29.9,21.751386888879605,10.142838281776779,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 14:00:00,5.0,29.9,21.751386888879605,10.142838281776779,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 15:00:00,5.0,29.7,25.114071483515776,6.729295172665537,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 16:00:00,9.0,29.7,25.114071483515776,6.729295172665537,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 17:00:00,13.0,29.7,25.114071483515776,6.729295172665537,0.0,664.673,1360.669,891.99,0.0,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 18:00:00,14.0,28.1,25.376618037026205,11.833311328739576,0.0,0.0,0.0,199.492,1038.484,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 19:00:00,23.0,28.1,25.376618037026205,11.833311328739576,0.0,0.0,0.0,199.492,1038.484,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 20:00:00,24.0,28.1,25.376618037026205,11.833311328739576,0.0,0.0,0.0,199.492,1038.484,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 21:00:00,27.0,27.7,26.079997309804845,6.988114217768057,0.0,0.0,0.0,199.492,1038.484,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 22:00:00,24.0,27.7,26.079997309804845,6.988114217768057,0.0,0.0,0.0,199.492,1038.484,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-01 23:00:00,13.0,27.7,26.079997309804845,6.988114217768057,0.0,0.0,0.0,199.492,1038.484,0.0,28.3,76.6,5.54,0.0,0.0,1.0
2017-07-02 00:00:00,9.0,27.6,20.845079101842952,9.72022002003608,0.0,0.0,0.0,199.492,1038.484,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 01:00:00,6.0,27.6,20.845079101842952,9.72022002003608,0.0,0.0,0.0,199.492,1038.484,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 02:00:00,9.0,27.6,20.845079101842952,9.72022002003608,0.0,0.0,0.0,199.492,1038.484,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 03:00:00,15.0,27.3,23.492315519647704,8.550503583141735,0.0,0.0,0.0,199.492,1038.484,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 04:00:00,13.0,27.3,23.492315519647704,8.550503583141735,0.0,0.0,0.0,199.492,1038.484,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 05:00:00,6.0,27.3,23.492315519647704,8.550503583141735,0.0,0.0,0.0,199.492,1038.484,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 06:00:00,4.0,27.5,21.751386888879605,10.142838281776779,0.0,0.0,0.0,0.0,438.874,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 07:00:00,6.0,27.5,21.751386888879605,10.142838281776779,0.0,0.0,0.0,0.0,438.874,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 08:00:00,7.0,27.5,21.751386888879605,10.142838281776779,0.0,0.0,0.0,0.0,438.874,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 09:00:00,7.0,29.0,23.492315519647704,8.550503583141735,0.0,0.0,0.0,0.0,438.874,0.0,29.3,70.95,0.0,1.0,0.0,0.0
2017-07-02 10:00:00,7.0,29.0,23.492315519647704,8.550503583141735,0.0,0.0,0.0,0.0,438.874,0.0,29.3,70.95,0.0,1.0,0.0,0.0
