date_time,PM2.5,temp,wind_x,wind_y,b4_100,b5_100,frp_100,b4_250,b5_250,frp_250,0,1,2,3,4,5
2017-07-01 00:00:00,14.0,27.9,15.756924048195328,2.7783708426708853,0.0,0.0,0.0,0.0,200.713,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 01:00:00,10.0,27.9,15.756924048195328,2.7783708426708853,0.0,0.0,0.0,0.0,200.713,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 02:00:00,17.0,27.9,15.756924048195328,2.7783708426708853,0.0,0.0,0.0,0.0,200.713,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 03:00:00,20.0,27.4,15.454813220625093,4.14110472164033,0.0,0.0,0.0,0.0,200.713,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 04:00:00,15.0,27.4,15.454813220625093,4.14110472164033,0.0,0.0,0.0,0.0,200.713,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 05:00:00,16.0,27.4,15.454813220625093,4.14110472164033,0.0,0.0,0.0,0.0,200.713,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 06:00:00,23.0,28.0,13.925584752912856,9.750799417967789,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 07:00:00,23.0,28.0,13.925584752912856,9.750799417967789,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 08:00:00,28.0,28.0,13.925584752912856,9.750799417967789,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 09:00:00,27.0,31.1,15.588457268119893,9.000000000000007,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 10:00:00,22.0,31.1,15.588457268119893,9.000000000000007,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 11:00:00,17.0,31.1,15.588457268119893,9.000000000000007,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 12:00:00,15.0,33.3,17.38666487320323,4.6587428118453715,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 13:00:00,14.0,33.3,17.38666487320323,4.6587428118453715,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 14:00:00,16.0,33.3,17.38666487320323,4.6587428118453715,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 15:00:00,17.0,32.7,19.92389396183491,1.743114854953165,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 16:00:00,8.0,32.7,19.92389396183491,1.743114854953165,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
2017-07-01 17:00:00,9.0,32.7,19.92389396183491,1.743114854953165,0.0,0.0,1109.341,1807.991,0.0,0.0,28.5,80.15,2.5,0.0,0.0,1.0
